risk_id,assessment_date_key,event_count,total_net_loss,avg_net_loss,impact_score,probability_score_1_5,control_effectiveness,inherent_risk_score,residual_risk_score
RISK-011,20211201,3,263217.14,87739.04666666668,3,3,0.5932203389830508,9,5.46
RISK-011,20220101,4,30754.28,7688.57,2,3,0.5932203389830508,6,3.64
RISK-011,20220201,2,192054.78000000003,96027.39000000001,3,2,0.5932203389830508,6,3.64
RISK-011,20220301,5,4956538.399999999,991307.6799999999,4,4,0.5932203389830508,16,9.71
RISK-011,20220501,1,12781.56,12781.56,2,1,0.5932203389830508,2,1.21
RISK-011,20220601,2,21357.37,10678.685,2,2,0.5932203389830508,4,2.43
RISK-011,20220701,4,1599738.3599999999,399934.58999999997,4,3,0.5932203389830508,12,7.28
RISK-011,20220801,2,28354.03,14177.015,2,2,0.5932203389830508,4,2.43
RISK-011,20220901,2,23690.010000000002,11845.005000000001,2,2,0.5932203389830508,4,2.43
RISK-011,20221001,1,4222.46,4222.46,2,1,0.5932203389830508,2,1.21
RISK-011,20221101,3,2291941.49,763980.4966666667,4,3,0.5932203389830508,12,7.28
RISK-011,20221201,3,31028.480000000003,10342.826666666668,2,3,0.5932203389830508,6,3.64
RISK-011,20230101,3,618138.12,206046.04,3,3,0.5932203389830508,9,5.46
RISK-011,20230201,3,189238.56,63079.52,3,3,0.5932203389830508,9,5.46
RISK-011,20230301,4,1095337.21,273834.3025,4,3,0.5932203389830508,12,7.28
RISK-011,20230401,3,19024.03,6341.343333333333,2,3,0.5932203389830508,6,3.64
RISK-011,20230501,5,184464.6,36892.92,3,4,0.5932203389830508,12,7.28
RISK-011,20230601,1,3880.15,3880.15,2,1,0.5932203389830508,2,1.21
RISK-011,20230701,2,317857.83,158928.915,3,2,0.5932203389830508,6,3.64
RISK-011,20230801,5,122072.54,24414.507999999998,3,4,0.5932203389830508,12,7.28
RISK-011,20230901,1,16628.39,16628.39,2,1,0.5932203389830508,2,1.21
RISK-011,20231001,3,127211.75,42403.916666666664,3,3,0.5932203389830508,9,5.46
RISK-011,20231101,3,10849.55,3616.5166666666664,2,3,0.5932203389830508,6,3.64
RISK-011,20231201,2,49709.84,24854.92,3,2,0.5932203389830508,6,3.64
RISK-011,20240101,3,58509.72,19503.24,3,3,0.5932203389830508,9,5.46
RISK-011,20240201,4,1534901.6199999999,383725.40499999997,4,3,0.5932203389830508,12,7.28
RISK-011,20240401,1,6485.44,6485.44,2,1,0.5932203389830508,2,1.21
RISK-011,20240501,2,4252500.859999999,2126250.4299999997,4,2,0.5932203389830508,8,4.85
RISK-011,20240601,2,15951.64,7975.82,2,2,0.5932203389830508,4,2.43
RISK-012,20190101,2,9460.19,4730.095,2,2,0.583756345177665,4,2.46
RISK-012,20190201,6,310952.41000000003,51825.40166666667,3,4,0.583756345177665,12,7.39
RISK-012,20190301,2,73008.37,36504.185,3,2,0.583756345177665,6,3.7
RISK-012,20190401,2,22554.62,11277.31,2,2,0.583756345177665,4,2.46
RISK-012,20190501,4,952044.99,238011.2475,4,3,0.583756345177665,12,7.39
RISK-012,20190601,3,135221.03,45073.676666666666,3,3,0.583756345177665,9,5.55
RISK-012,20190701,1,5629.28,5629.28,2,1,0.583756345177665,2,1.23
RISK-012,20190801,2,14699.12,7349.56,2,2,0.583756345177665,4,2.46
RISK-012,20190901,3,53044.67,17681.556666666667,2,3,0.583756345177665,6,3.7
RISK-012,20191001,5,60156.26,12031.252,2,4,0.583756345177665,8,4.93
RISK-012,20191101,7,1919422.7599999998,274203.2514285714,4,4,0.583756345177665,16,9.86
RISK-012,20191201,5,975905.34,195181.068,3,4,0.583756345177665,12,7.39
RISK-012,20200101,1,5753.84,5753.84,2,1,0.583756345177665,2,1.23
RISK-012,20200201,4,15120.8,3780.2,2,3,0.583756345177665,6,3.7
RISK-012,20200301,1,535140.75,535140.75,4,1,0.583756345177665,4,2.46
RISK-012,20200401,2,25316.26,12658.13,2,2,0.583756345177665,4,2.46
RISK-012,20200501,3,239947.69,79982.56333333334,3,3,0.583756345177665,9,5.55
RISK-012,20200601,1,6163.17,6163.17,2,1,0.583756345177665,2,1.23
RISK-012,20200701,1,65757.23,65757.23,3,1,0.583756345177665,3,1.85
RISK-012,20200801,2,226592.02,113296.01,3,2,0.583756345177665,6,3.7
RISK-012,20200901,3,124785.22,41595.073333333334,3,3,0.583756345177665,9,5.55
RISK-012,20201001,3,17867.8,5955.933333333333,2,3,0.583756345177665,6,3.7
RISK-012,20201101,4,15173.64,3793.41,2,3,0.583756345177665,6,3.7
RISK-012,20201201,2,1595246.6,797623.3,4,2,0.583756345177665,8,4.93
RISK-012,20210101,1,48194.59,48194.59,3,1,0.583756345177665,3,1.85
RISK-012,20210201,4,379431.8,94857.95,3,3,0.583756345177665,9,5.55
RISK-012,20210301,1,13204.99,13204.99,2,1,0.583756345177665,2,1.23
RISK-012,20210401,4,87489.22,21872.305,3,3,0.583756345177665,9,5.55
RISK-012,20210501,2,29580.53,14790.265,2,2,0.583756345177665,4,2.46
RISK-012,20210601,7,186108.28,26586.897142857142,3,4,0.583756345177665,12,7.39
RISK-012,20210701,5,986353.45,197270.69,3,4,0.583756345177665,12,7.39
RISK-012,20210801,3,3338929.91,1112976.6366666667,4,3,0.583756345177665,12,7.39
RISK-012,20210901,2,71564.42,35782.21,3,2,0.583756345177665,6,3.7
RISK-012,20211001,2,150570.2,75285.1,3,2,0.583756345177665,6,3.7
RISK-012,20211101,8,393842.09,49230.26125,3,5,0.583756345177665,15,9.24
RISK-012,20220101,5,214541.49,42908.297999999995,3,4,0.583756345177665,12,7.39
RISK-012,20220201,1,565474.59,565474.59,4,1,0.583756345177665,4,2.46
RISK-012,20220301,1,5873.16,5873.16,2,1,0.583756345177665,2,1.23
RISK-012,20220401,3,426601.78,142200.59333333335,3,3,0.583756345177665,9,5.55
RISK-012,20220501,6,619495.6699999999,103249.27833333332,3,4,0.583756345177665,12,7.39
RISK-012,20220601,1,11088.79,11088.79,2,1,0.583756345177665,2,1.23
RISK-012,20220701,6,160421.8,26736.966666666664,3,4,0.583756345177665,12,7.39
RISK-012,20220801,1,3123.28,3123.28,2,1,0.583756345177665,2,1.23
RISK-012,20220901,2,18508.73,9254.365,2,2,0.583756345177665,4,2.46
RISK-012,20221001,3,27900.989999999998,9300.33,2,3,0.583756345177665,6,3.7
RISK-012,20221101,2,56869.509999999995,28434.754999999997,3,2,0.583756345177665,6,3.7
RISK-012,20221201,4,87893.58000000002,21973.395000000004,3,3,0.583756345177665,9,5.55
RISK-012,20230101,1,854.05,854.05,1,1,0.583756345177665,1,0.62
RISK-012,20230201,2,8470.380000000001,4235.1900000000005,2,2,0.583756345177665,4,2.46
RISK-012,20230301,3,1473397.46,491132.48666666663,4,3,0.583756345177665,12,7.39
RISK-012,20230401,2,18085.79,9042.895,2,2,0.583756345177665,4,2.46
RISK-012,20230501,1,7415.23,7415.23,2,1,0.583756345177665,2,1.23
RISK-012,20230601,3,16261.41,5420.47,2,3,0.583756345177665,6,3.7
RISK-012,20230701,5,145925.35,29185.07,3,4,0.583756345177665,12,7.39
RISK-012,20230801,6,60403.94,10067.323333333334,2,4,0.583756345177665,8,4.93
RISK-012,20230901,3,19478.15,6492.716666666667,2,3,0.583756345177665,6,3.7
RISK-012,20231001,5,92827.93,18565.586,2,4,0.583756345177665,8,4.93
RISK-012,20231101,6,65132.98,10855.496666666668,2,4,0.583756345177665,8,4.93
RISK-012,20231201,1,8888.16,8888.16,2,1,0.583756345177665,2,1.23
RISK-012,20240101,2,48735.67,24367.835,3,2,0.583756345177665,6,3.7
RISK-012,20240201,2,15836.33,7918.165,2,2,0.583756345177665,4,2.46
RISK-012,20240301,4,109676.18000000001,27419.045000000002,3,3,0.583756345177665,9,5.55
RISK-012,20240401,3,40623.6,13541.199999999999,2,3,0.583756345177665,6,3.7
RISK-012,20240501,4,15199.17,3799.7925,2,3,0.583756345177665,6,3.7
RISK-012,20240601,1,3419.09,3419.09,2,1,0.583756345177665,2,1.23
RISK-013,20190101,1,716101.98,716101.98,4,1,0.5692307692307692,4,2.52
RISK-013,20190201,3,17035.96,5678.653333333333,2,3,0.5692307692307692,6,3.78
RISK-013,20190301,5,28609.23,5721.846,2,4,0.5692307692307692,8,5.05
RISK-013,20190401,4,96052.59,24013.1475,3,3,0.5692307692307692,9,5.68
RISK-013,20190501,2,233349.19,116674.595,3,2,0.5692307692307692,6,3.78
RISK-013,20190601,3,608439.8999999999,202813.29999999996,3,3,0.5692307692307692,9,5.68
RISK-013,20190701,7,834631.13,119233.01857142858,3,4,0.5692307692307692,12,7.57
RISK-013,20190801,8,885254.67,110656.83375,3,5,0.5692307692307692,15,9.46
RISK-013,20191001,3,1473328.15,491109.3833333333,4,3,0.5692307692307692,12,7.57
RISK-013,20191101,1,9670.44,9670.44,2,1,0.5692307692307692,2,1.26
RISK-013,20191201,1,54228.08,54228.08,3,1,0.5692307692307692,3,1.89
RISK-013,20200101,2,34871.33,17435.665,2,2,0.5692307692307692,4,2.52
RISK-013,20200201,3,54815.6,18271.866666666665,2,3,0.5692307692307692,6,3.78
RISK-013,20200301,2,34986.06,17493.03,2,2,0.5692307692307692,4,2.52
RISK-013,20200401,5,66747.17,13349.434,2,4,0.5692307692307692,8,5.05
RISK-013,20200501,3,184186.72999999998,61395.57666666666,3,3,0.5692307692307692,9,5.68
RISK-013,20200601,4,1450447.3800000001,362611.84500000003,4,3,0.5692307692307692,12,7.57
RISK-013,20200701,2,15674.86,7837.43,2,2,0.5692307692307692,4,2.52
RISK-013,20200801,3,11915.87,3971.956666666667,2,3,0.5692307692307692,6,3.78
RISK-013,20200901,1,10653.93,10653.93,2,1,0.5692307692307692,2,1.26
RISK-013,20201001,3,30794.1,10264.699999999999,2,3,0.5692307692307692,6,3.78
RISK-013,20201101,4,411058.2,102764.55,3,3,0.5692307692307692,9,5.68
RISK-013,20201201,1,5019.6,5019.6,2,1,0.5692307692307692,2,1.26
RISK-013,20210101,8,130171.33,16271.41625,2,5,0.5692307692307692,10,6.31
RISK-013,20210201,1,21359.3,21359.3,3,1,0.5692307692307692,3,1.89
RISK-013,20210301,4,117162.0,29290.5,3,3,0.5692307692307692,9,5.68
RISK-013,20210401,4,1473832.91,368458.2275,4,3,0.5692307692307692,12,7.57
RISK-013,20210601,5,6844796.279999999,1368959.2559999998,4,4,0.5692307692307692,16,10.09
RISK-013,20210701,3,369531.67,123177.22333333333,3,3,0.5692307692307692,9,5.68
RISK-013,20210801,4,1699668.67,424917.1675,4,3,0.5692307692307692,12,7.57
RISK-013,20211001,1,320547.86,320547.86,4,1,0.5692307692307692,4,2.52
RISK-013,20211101,2,12747.0,6373.5,2,2,0.5692307692307692,4,2.52
RISK-013,20211201,3,108138.18000000001,36046.060000000005,3,3,0.5692307692307692,9,5.68
RISK-013,20220101,4,319087.05000000005,79771.76250000001,3,3,0.5692307692307692,9,5.68
RISK-013,20220301,1,17372.07,17372.07,2,1,0.5692307692307692,2,1.26
RISK-013,20220401,5,295843.52,59168.704000000005,3,4,0.5692307692307692,12,7.57
RISK-013,20220501,3,95062.08,31687.36,3,3,0.5692307692307692,9,5.68
RISK-013,20220701,1,3434.09,3434.09,2,1,0.5692307692307692,2,1.26
RISK-013,20220801,2,30680.26,15340.13,2,2,0.5692307692307692,4,2.52
RISK-013,20220901,2,10845.42,5422.71,2,2,0.5692307692307692,4,2.52
RISK-013,20221001,2,51669.09,25834.545,3,2,0.5692307692307692,6,3.78
RISK-013,20221101,6,141339.81999999998,23556.63666666666,3,4,0.5692307692307692,12,7.57
RISK-013,20221201,2,13856.75,6928.375,2,2,0.5692307692307692,4,2.52
RISK-013,20230101,1,6180.89,6180.89,2,1,0.5692307692307692,2,1.26
RISK-013,20230201,2,6781.52,3390.76,2,2,0.5692307692307692,4,2.52
RISK-013,20230301,4,1361457.02,340364.255,4,3,0.5692307692307692,12,7.57
RISK-013,20230401,2,99083.78,49541.89,3,2,0.5692307692307692,6,3.78
RISK-013,20230501,3,406133.31,135377.77,3,3,0.5692307692307692,9,5.68
RISK-013,20230601,4,41583.119999999995,10395.779999999999,2,3,0.5692307692307692,6,3.78
RISK-013,20230701,2,12593.150000000001,6296.575000000001,2,2,0.5692307692307692,4,2.52
RISK-013,20230801,3,14536.380000000001,4845.46,2,3,0.5692307692307692,6,3.78
RISK-013,20230901,2,21411.670000000002,10705.835000000001,2,2,0.5692307692307692,4,2.52
RISK-013,20231001,3,52894.03,17631.343333333334,2,3,0.5692307692307692,6,3.78
RISK-013,20231101,6,2852120.16,475353.36000000004,4,4,0.5692307692307692,16,10.09
RISK-013,20231201,1,3302.94,3302.94,2,1,0.5692307692307692,2,1.26
RISK-013,20240101,6,92671.27,15445.211666666668,2,4,0.5692307692307692,8,5.05
RISK-013,20240301,4,647770.9899999999,161942.74749999997,3,3,0.5692307692307692,9,5.68
RISK-013,20240401,3,44727.96,14909.32,2,3,0.5692307692307692,6,3.78
RISK-013,20240501,1,6243.47,6243.47,2,1,0.5692307692307692,2,1.26
RISK-013,20240601,1,3118.25,3118.25,2,1,0.5692307692307692,2,1.26
RISK-014,20190101,5,160450.96,32090.192,3,4,0.610362694300518,12,7.08
RISK-014,20190201,1,27037.03,27037.03,3,1,0.610362694300518,3,1.77
RISK-014,20190301,4,208637.44,52159.36,3,3,0.610362694300518,9,5.31
RISK-014,20190401,4,609646.4199999999,152411.60499999998,3,3,0.610362694300518,9,5.31
RISK-014,20190501,4,248096.22,62024.055,3,3,0.610362694300518,9,5.31
RISK-014,20190601,2,541659.46,270829.73,4,2,0.610362694300518,8,4.72
RISK-014,20190701,1,1185962.95,1185962.95,4,1,0.610362694300518,4,2.36
RISK-014,20190801,1,263524.99,263524.99,4,1,0.610362694300518,4,2.36
RISK-014,20190901,4,1034717.8099999999,258679.45249999998,4,3,0.610362694300518,12,7.08
RISK-014,20191001,4,949626.1199999999,237406.52999999997,4,3,0.610362694300518,12,7.08
RISK-014,20191101,2,25396.149999999998,12698.074999999999,2,2,0.610362694300518,4,2.36
RISK-014,20191201,5,393112.94,78622.588,3,4,0.610362694300518,12,7.08
RISK-014,20200101,3,23182.37,7727.456666666666,2,3,0.610362694300518,6,3.54
RISK-014,20200201,2,194757.71,97378.855,3,2,0.610362694300518,6,3.54
RISK-014,20200301,1,14295.63,14295.63,2,1,0.610362694300518,2,1.18
RISK-014,20200401,4,50881.340000000004,12720.335000000001,2,3,0.610362694300518,6,3.54
RISK-014,20200501,2,62524.26,31262.13,3,2,0.610362694300518,6,3.54
RISK-014,20200601,8,1438113.34,179764.1675,3,5,0.610362694300518,15,8.84
RISK-014,20200801,2,252072.04,126036.02,3,2,0.610362694300518,6,3.54
RISK-014,20200901,1,676849.12,676849.12,4,1,0.610362694300518,4,2.36
RISK-014,20201001,1,10204.91,10204.91,2,1,0.610362694300518,2,1.18
RISK-014,20201101,5,204513.75,40902.75,3,4,0.610362694300518,12,7.08
RISK-014,20201201,5,2385498.42,477099.684,4,4,0.610362694300518,16,9.43
RISK-014,20210101,5,151917.48,30383.496000000003,3,4,0.610362694300518,12,7.08
RISK-014,20210301,1,11566.65,11566.65,2,1,0.610362694300518,2,1.18
RISK-014,20210401,2,2151499.69,1075749.845,4,2,0.610362694300518,8,4.72
RISK-014,20210501,3,18185.23,6061.743333333333,2,3,0.610362694300518,6,3.54
RISK-014,20210601,1,7047.76,7047.76,2,1,0.610362694300518,2,1.18
RISK-014,20210701,4,68632.83,17158.2075,2,3,0.610362694300518,6,3.54
RISK-014,20210801,2,3040808.84,1520404.42,4,2,0.610362694300518,8,4.72
RISK-014,20210901,1,13484.94,13484.94,2,1,0.610362694300518,2,1.18
RISK-014,20211001,4,1404204.32,351051.08,4,3,0.610362694300518,12,7.08
RISK-014,20211101,7,2503974.51,357710.64428571425,4,4,0.610362694300518,16,9.43
RISK-014,20211201,5,722063.93,144412.78600000002,3,4,0.610362694300518,12,7.08
RISK-014,20220101,2,1891975.82,945987.91,4,2,0.610362694300518,8,4.72
RISK-014,20220201,2,1302353.25,651176.625,4,2,0.610362694300518,8,4.72
RISK-014,20220301,4,162430.25,40607.5625,3,3,0.610362694300518,9,5.31
RISK-014,20220401,4,13251.380000000001,3312.8450000000003,2,3,0.610362694300518,6,3.54
RISK-014,20220501,4,981493.7799999999,245373.44499999998,4,3,0.610362694300518,12,7.08
RISK-014,20220601,1,5601.2,5601.2,2,1,0.610362694300518,2,1.18
RISK-014,20220701,2,340560.27999999997,170280.13999999998,3,2,0.610362694300518,6,3.54
RISK-014,20220801,6,2229248.25,371541.375,4,4,0.610362694300518,16,9.43
RISK-014,20220901,1,4603143.2,4603143.2,5,1,0.610362694300518,5,2.95
RISK-014,20221001,2,15782.91,7891.455,2,2,0.610362694300518,4,2.36
RISK-014,20221101,5,238516.29,47703.258,3,4,0.610362694300518,12,7.08
RISK-014,20221201,2,383161.17000000004,191580.58500000002,3,2,0.610362694300518,6,3.54
RISK-014,20230101,2,5151.31,2575.655,2,2,0.610362694300518,4,2.36
RISK-014,20230201,3,967484.17,322494.7233333333,4,3,0.610362694300518,12,7.08
RISK-014,20230301,3,170655.42,56885.14000000001,3,3,0.610362694300518,9,5.31
RISK-014,20230401,3,108913.29,36304.43,3,3,0.610362694300518,9,5.31
RISK-014,20230601,2,83235.87,41617.935,3,2,0.610362694300518,6,3.54
RISK-014,20230701,3,18605.739999999998,6201.913333333333,2,3,0.610362694300518,6,3.54
RISK-014,20230801,4,1480119.12,370029.78,4,3,0.610362694300518,12,7.08
RISK-014,20230901,4,242602.29,60650.5725,3,3,0.610362694300518,9,5.31
RISK-014,20231001,1,278955.96,278955.96,4,1,0.610362694300518,4,2.36
RISK-014,20231101,4,393292.07,98323.0175,3,3,0.610362694300518,9,5.31
RISK-014,20231201,5,2378871.54,475774.308,4,4,0.610362694300518,16,9.43
RISK-014,20240101,4,271421.92,67855.48,3,3,0.610362694300518,9,5.31
RISK-014,20240201,1,9854.22,9854.22,2,1,0.610362694300518,2,1.18
RISK-014,20240301,2,1423984.4,711992.2,4,2,0.610362694300518,8,4.72
RISK-014,20240401,4,102087.93,25521.9825,3,3,0.610362694300518,9,5.31
RISK-014,20240501,6,991460.39,165243.39833333335,3,4,0.610362694300518,12,7.08
RISK-014,20240601,1,465204.26,465204.26,4,1,0.610362694300518,4,2.36
RISK-015,20190201,3,95572.87,31857.623333333333,3,3,0.5958974358974358,9,5.44
RISK-015,20190301,3,660217.2200000001,220072.4066666667,3,3,0.5958974358974358,9,5.44
RISK-015,20190401,2,288235.29000000004,144117.64500000002,3,2,0.5958974358974358,6,3.62
RISK-015,20190501,2,4018017.58,2009008.79,4,2,0.5958974358974358,8,4.83
RISK-015,20190601,4,3984568.8800000004,996142.2200000001,4,3,0.5958974358974358,12,7.25
RISK-015,20190701,4,661313.96,165328.49,3,3,0.5958974358974358,9,5.44
RISK-015,20190801,7,153802.83,21971.832857142854,3,4,0.5958974358974358,12,7.25
RISK-015,20190901,2,33519.83,16759.915,2,2,0.5958974358974358,4,2.42
RISK-015,20191001,4,270723.17,67680.7925,3,3,0.5958974358974358,9,5.44
RISK-015,20191101,7,1394520.3699999999,199217.19571428568,3,4,0.5958974358974358,12,7.25
RISK-015,20191201,5,223898.77000000002,44779.754,3,4,0.5958974358974358,12,7.25
RISK-015,20200101,1,37789.4,37789.4,3,1,0.5958974358974358,3,1.81
RISK-015,20200201,4,182785.47999999998,45696.369999999995,3,3,0.5958974358974358,9,5.44
RISK-015,20200301,1,6630.55,6630.55,2,1,0.5958974358974358,2,1.21
RISK-015,20200401,1,372962.99,372962.99,4,1,0.5958974358974358,4,2.42
RISK-015,20200501,1,4203.52,4203.52,2,1,0.5958974358974358,2,1.21
RISK-015,20200601,3,124138.29000000001,41379.43,3,3,0.5958974358974358,9,5.44
RISK-015,20200801,4,139684.39,34921.0975,3,3,0.5958974358974358,9,5.44
RISK-015,20200901,3,608342.6699999999,202780.88999999998,3,3,0.5958974358974358,9,5.44
RISK-015,20201001,4,815496.06,203874.015,3,3,0.5958974358974358,9,5.44
RISK-015,20201101,2,10927.48,5463.74,2,2,0.5958974358974358,4,2.42
RISK-015,20201201,2,21717.72,10858.86,2,2,0.5958974358974358,4,2.42
RISK-015,20210101,1,6529.79,6529.79,2,1,0.5958974358974358,2,1.21
RISK-015,20210201,3,11359.81,3786.603333333333,2,3,0.5958974358974358,6,3.62
RISK-015,20210301,2,46694.55,23347.275,3,2,0.5958974358974358,6,3.62
RISK-015,20210401,4,637502.9,159375.725,3,3,0.5958974358974358,9,5.44
RISK-015,20210501,3,88438.21,29479.403333333335,3,3,0.5958974358974358,9,5.44
RISK-015,20210601,3,284862.25,94954.08333333333,3,3,0.5958974358974358,9,5.44
RISK-015,20210701,2,1511295.94,755647.97,4,2,0.5958974358974358,8,4.83
RISK-015,20210801,4,25252.809999999998,6313.202499999999,2,3,0.5958974358974358,6,3.62
RISK-015,20210901,2,506861.65,253430.825,4,2,0.5958974358974358,8,4.83
RISK-015,20211001,1,5554.12,5554.12,2,1,0.5958974358974358,2,1.21
RISK-015,20211101,2,8641.97,4320.985,2,2,0.5958974358974358,4,2.42
RISK-015,20211201,3,124206.70000000001,41402.23333333334,3,3,0.5958974358974358,9,5.44
RISK-015,20220201,6,2697624.96,449604.16,4,4,0.5958974358974358,16,9.67
RISK-015,20220301,2,127740.31,63870.155,3,2,0.5958974358974358,6,3.62
RISK-015,20220401,5,4006315.3200000003,801263.064,4,4,0.5958974358974358,16,9.67
RISK-015,20220501,5,377488.94999999995,75497.79,3,4,0.5958974358974358,12,7.25
RISK-015,20220601,4,629177.4400000001,157294.36000000002,3,3,0.5958974358974358,9,5.44
RISK-015,20220701,3,331483.88,110494.62666666666,3,3,0.5958974358974358,9,5.44
RISK-015,20220801,3,26771.370000000003,8923.79,2,3,0.5958974358974358,6,3.62
RISK-015,20220901,2,908708.91,454354.455,4,2,0.5958974358974358,8,4.83
RISK-015,20221001,5,77980.03,15596.006,2,4,0.5958974358974358,8,4.83
RISK-015,20221101,2,119762.99,59881.495,3,2,0.5958974358974358,6,3.62
RISK-015,20221201,3,21809.63,7269.876666666667,2,3,0.5958974358974358,6,3.62
RISK-015,20230101,2,194491.86,97245.93,3,2,0.5958974358974358,6,3.62
RISK-015,20230201,3,17695.129999999997,5898.376666666666,2,3,0.5958974358974358,6,3.62
RISK-015,20230301,3,176258.86,58752.95333333333,3,3,0.5958974358974358,9,5.44
RISK-015,20230401,2,1273588.67,636794.335,4,2,0.5958974358974358,8,4.83
RISK-015,20230501,3,16789.65,5596.55,2,3,0.5958974358974358,6,3.62
RISK-015,20230601,4,719222.8,179805.7,3,3,0.5958974358974358,9,5.44
RISK-015,20230701,5,109552.17,21910.434,3,4,0.5958974358974358,12,7.25
RISK-015,20230801,6,691450.3200000001,115241.72000000002,3,4,0.5958974358974358,12,7.25
RISK-015,20230901,3,56489.05,18829.683333333334,2,3,0.5958974358974358,6,3.62
RISK-015,20231001,2,2954861.71,1477430.855,4,2,0.5958974358974358,8,4.83
RISK-015,20231101,2,226899.33000000002,113449.66500000001,3,2,0.5958974358974358,6,3.62
RISK-015,20231201,5,376707.02,75341.40400000001,3,4,0.5958974358974358,12,7.25
RISK-015,20240101,2,47853.83,23926.915,3,2,0.5958974358974358,6,3.62
RISK-015,20240201,4,224602.93,56150.7325,3,3,0.5958974358974358,9,5.44
RISK-015,20240301,3,198842.14,66280.71333333333,3,3,0.5958974358974358,9,5.44
RISK-015,20240401,4,61772.84,15443.21,2,3,0.5958974358974358,6,3.62
RISK-015,20240501,1,10099.0,10099.0,2,1,0.5958974358974358,2,1.21
RISK-015,20240601,2,17193.9,8596.95,2,2,0.5958974358974358,4,2.42
RISK-016,20190101,2,326560.51,163280.255,3,2,0.5926267281105991,6,3.64
RISK-016,20190201,4,25069.08,6267.27,2,3,0.5926267281105991,6,3.64
RISK-016,20190301,1,2547.54,2547.54,2,1,0.5926267281105991,2,1.21
RISK-016,20190401,4,458002.83999999997,114500.70999999999,3,3,0.5926267281105991,9,5.47
RISK-016,20190501,4,143166.98,35791.745,3,3,0.5926267281105991,9,5.47
RISK-016,20190601,4,112584.70000000001,28146.175000000003,3,3,0.5926267281105991,9,5.47
RISK-016,20190701,3,353126.02,117708.67333333334,3,3,0.5926267281105991,9,5.47
RISK-016,20190801,3,59519.79,19839.93,3,3,0.5926267281105991,9,5.47
RISK-016,20190901,8,194500.97999999998,24312.622499999998,3,5,0.5926267281105991,15,9.11
RISK-016,20191001,3,90050.67000000001,30016.890000000003,3,3,0.5926267281105991,9,5.47
RISK-016,20191101,2,22391.879999999997,11195.939999999999,2,2,0.5926267281105991,4,2.43
RISK-016,20191201,2,129582.20999999999,64791.104999999996,3,2,0.5926267281105991,6,3.64
RISK-016,20200101,3,52124.67,17374.89,2,3,0.5926267281105991,6,3.64
RISK-016,20200201,5,87060.79000000001,17412.158000000003,2,4,0.5926267281105991,8,4.86
RISK-016,20200301,5,135065.08,27013.015999999996,3,4,0.5926267281105991,12,7.29
RISK-016,20200401,2,8727.96,4363.98,2,2,0.5926267281105991,4,2.43
RISK-016,20200501,3,11830.42,3943.4733333333334,2,3,0.5926267281105991,6,3.64
RISK-016,20200601,3,436899.33,145633.11000000002,3,3,0.5926267281105991,9,5.47
RISK-016,20200701,3,201826.37,67275.45666666667,3,3,0.5926267281105991,9,5.47
RISK-016,20200801,4,1867404.0699999998,466851.01749999996,4,3,0.5926267281105991,12,7.29
RISK-016,20200901,3,62904.11,20968.036666666667,3,3,0.5926267281105991,9,5.47
RISK-016,20201001,2,57235.67,28617.835,3,2,0.5926267281105991,6,3.64
RISK-016,20201101,4,496601.13,124150.2825,3,3,0.5926267281105991,9,5.47
RISK-016,20201201,6,413196.04,68866.00666666667,3,4,0.5926267281105991,12,7.29
RISK-016,20210101,1,18845.14,18845.14,2,1,0.5926267281105991,2,1.21
RISK-016,20210201,1,52846.12,52846.12,3,1,0.5926267281105991,3,1.82
RISK-016,20210301,1,3625.66,3625.66,2,1,0.5926267281105991,2,1.21
RISK-016,20210401,2,51219.32,25609.66,3,2,0.5926267281105991,6,3.64
RISK-016,20210501,1,1060.67,1060.67,1,1,0.5926267281105991,1,0.61
RISK-016,20210601,4,114996.01999999999,28749.004999999997,3,3,0.5926267281105991,9,5.47
RISK-016,20210701,7,380630.26999999996,54375.75285714285,3,4,0.5926267281105991,12,7.29
RISK-016,20210801,5,1159511.46,231902.292,4,4,0.5926267281105991,16,9.72
RISK-016,20210901,5,297133.08,59426.616,3,4,0.5926267281105991,12,7.29
RISK-016,20211001,5,22334.27,4466.854,2,4,0.5926267281105991,8,4.86
RISK-016,20211101,4,21047.85,5261.9625,2,3,0.5926267281105991,6,3.64
RISK-016,20211201,2,2981950.1,1490975.05,4,2,0.5926267281105991,8,4.86
RISK-016,20220101,3,505233.49000000005,168411.16333333336,3,3,0.5926267281105991,9,5.47
RISK-016,20220201,7,129643.65000000001,18520.52142857143,2,4,0.5926267281105991,8,4.86
RISK-016,20220301,2,34072.54,17036.27,2,2,0.5926267281105991,4,2.43
RISK-016,20220401,4,498532.7,124633.175,3,3,0.5926267281105991,9,5.47
RISK-016,20220501,4,2264481.86,566120.465,4,3,0.5926267281105991,12,7.29
RISK-016,20220601,4,318154.24,79538.56,3,3,0.5926267281105991,9,5.47
RISK-016,20220701,3,374017.56999999995,124672.52333333332,3,3,0.5926267281105991,9,5.47
RISK-016,20220801,1,251847.81,251847.81,4,1,0.5926267281105991,4,2.43
RISK-016,20220901,3,2705183.2399999998,901727.7466666666,4,3,0.5926267281105991,12,7.29
RISK-016,20221001,2,47544.05,23772.025,3,2,0.5926267281105991,6,3.64
RISK-016,20221101,3,30922.35,10307.449999999999,2,3,0.5926267281105991,6,3.64
